date,fees_block_mean,fees_block_mean_usd,fees_total,fees_total_usd,fees_reward_percent,addresses_count_active,addresses_count_sender,addresses_count_receiver,open,high,low,close,volume,transactions_count_total,transactions_count_mean
2023-06-20,0.074050824621532,132.73644397597218,2504.38960767559,4489129.898988025,1.0,291112,214845,168238,1736.78899048,1802.06539559,1714.14136019,1792.50460281,579946.5220620866,1072045,150.56811798
2023-06-19,0.0710264107183914,123.36618137466868,2473.835076810865,4296818.376292268,1.0,336706,253365,170832,1720.03998716,1751.77521802,1698.74126746,1736.90575276,387093.0925486728,1046350,146.93863221
2023-06-18,0.0597077746133412,102.73721311360848,2038.9689791540532,3508387.1723562847,1.0,342883,278220,144158,1727.95824092,1749.37312596,1710.66474823,1720.66726283,236426.69184269887,1001818,140.58630368
2023-06-17,0.0808670341532432,139.69598222516498,2423.027530301394,4185725.547478776,1.0,338901,265436,156650,1718.30104892,1774.55049243,1706.25610089,1727.47750289,392043.02660374506,984217,137.80691683
2023-06-16,0.0878474252870486,150.8427513497743,2733.517914416959,4693721.662612472,1.0,385206,288400,191898,1662.34946614,1730.97992836,1642.09454906,1717.09928728,524631.1883435453,1146585,161.0372191
2023-06-15,0.0696289808415267,115.97428730291324,2548.7460606564864,4245200.839195027,1.0,370301,275236,187706,1649.38480907,1696.97037976,1612.9534179,1665.60368831,677930.1895002628,1110065,156.19318981
2023-06-14,0.0675328930142724,111.66281207334326,2841.102587785728,4697644.217225525,1.0,337423,256889,171029,1731.06183339,1781.57794223,1627.06782067,1653.45814594,741107.4199220737,1023424,144.22547914
2023-06-13,0.0607392634118869,105.7666379184313,2225.928389103637,3876058.890707701,1.0,300261,220676,174542,1741.74701652,1768.13121578,1706.05168814,1741.32236674,498193.57263080624,952433,133.90032335
2023-06-12,0.0669121233297458,117.34846220144226,2329.5502349760186,4085494.886304375,1.0,305960,225882,169719,1752.75355219,1761.59356704,1715.39004057,1753.76981572,479796.70863665006,975959,137.40095734
2023-06-11,0.0525664694061652,92.20350799367482,2200.556804774871,3859857.0387494615,1.0,354262,192140,240030,1751.0411443,1777.97137138,1731.79265636,1754.03653765,334421.9048169909,1106073,155.89471459
2023-06-10,0.0717131983343376,125.72628745454064,3029.9807122250563,5312107.601600526,1.0,387829,202338,269461,1840.68763102,1845.82398131,1712.82848275,1753.18198567,1040252.976908992,1204433,169.51907108
2023-06-09,0.0855779997812216,157.44176590866613,2826.9083982747948,5200792.860597855,1.0,349550,214107,226223,1844.26973544,1870.36525182,1825.53718137,1839.74580279,332767.1168835963,1046976,147.46140845
2023-06-08,0.0870681672912078,160.86530677507037,3136.365635946136,5794682.900557754,1.0,287870,205844,171881,1830.54726483,1881.16537966,1785.1635812,1847.57887733,290483.79168089206,1008582,142.51547266
2023-06-07,0.0785353004876679,147.89893919456983,3066.9587428170325,5775745.961363925,1.0,355444,264453,194977,1871.80327805,1955.45153425,1765.25972021,1883.2160605,656411.5785060265,1071257,151.11539004
2023-06-06,0.0861928154068675,162.48392946556956,3479.738571067863,6559729.994560118,1.0,334022,234154,196047,1807.34006164,1956.83689446,1795.20392016,1885.12149996,746351.0484201089,1095144,154.35433404
2023-06-05,0.1031637322883708,186.8139444651083,4455.981464943924,8069109.710016019,1.0,363645,268865,192348,1888.92089832,1891.6830311,1777.16301866,1810.84902922,893294.7724667384,1151611,162.79488267
2023-06-04,0.0657464849390678,124.31674525875634,2800.8980514941663,5296078.260093274,1.0,292114,222734,166640,1890.56405826,1914.99497683,1883.63092493,1890.85006406,255449.026619075,962454,135.74809591
2023-06-03,0.0778128613724871,147.29164665920734,3102.3291766931384,5872386.194958789,1.0,306103,233730,172329,1907.15569205,1909.34116114,1882.56850425,1892.89590514,225667.96841043208,1003794,141.35952683
2023-06-02,0.0925334345461289,176.48939592024047,4088.703270115535,7798400.370409585,1.0,321946,238754,182552,1861.15467193,1910.55644659,1847.0459697,1907.30406567,484820.7103874894,1102996,155.57066291
2023-06-01,0.1167104336527794,217.28347188347945,5012.313855453322,9331581.784047548,1.0,288521,208896,173195,1873.47250165,1933.75727869,1838.28275606,1861.73133869,461158.2922415819,1071180,150.89167488
2023-05-31,0.1156579620801828,216.7482596309576,4927.19502943358,9233786.660979228,1.0,329561,244289,189894,1900.80345327,1907.12580102,1846.8984339,1874.0452947,522423.7530775867,1098149,154.64709196
2023-05-30,0.1157487425695871,220.02615679392252,5696.106111138789,10827697.204319732,1.0,333782,235479,208505,1892.46388215,1918.03303223,1880.263662,1900.89457483,417211.81751340313,1190789,167.62232545
2023-05-29,0.138938587061309,263.0140520426512,4832.601471329484,9148229.60104508,1.0,313723,234875,173848,1908.14642755,1928.77975436,1874.05002957,1893.02379998,485957.9298559131,1082245,152.1502882
2023-05-28,0.1129936503400744,215.76705774114964,3854.041976352608,7359486.972460084,1.0,278010,214839,153979,1830.36673974,1924.85843142,1822.19721923,1909.5502897,572039.9589634845,968996,135.90406732
2023-05-27,0.0921864232844752,168.75910902802406,3344.02473801358,6121667.543314706,1.0,306989,240713,165087,1828.63838711,1850.53113611,1813.49487741,1830.62866543,195454.6677400556,982620,137.89222565
2023-05-26,0.1180150508732286,215.75296749404936,4147.022467749633,7581510.977295574,1.0,311478,234024,178330,1805.58923518,1841.1184596,1796.93265244,1828.18179459,417669.185466471,1059510,148.80758427
2023-05-25,0.1415216122081613,255.488444313136,4887.23088334413,8822899.880112432,1.0,308248,223076,187306,1800.05514911,1819.48068328,1760.61999064,1805.29631006,523767.0480199334,1062757,149.47355837
2023-05-24,0.1325659846629177,238.6276605090328,5523.500814384305,9942671.798559507,1.0,302880,221681,179764,1854.56110672,1854.63074308,1776.96469561,1800.06704673,634183.9779804811,1054823,148.31594488
2023-05-23,0.150156827153604,278.4168402146085,6627.440492447992,12288425.87843287,1.0,312160,224973,186612,1818.06712051,1876.29359356,1814.97537021,1854.17370287,619211.7457354333,1113165,156.91640823
2023-05-22,0.1359015166183967,246.9549737522485,5846.704909145144,10624405.770462368,1.0,297115,215020,179162,1805.21456317,1828.4852719,1790.95319128,1817.16127897,362424.29322604754,1075234,151.22841069
2023-05-21,0.103545951716867,186.8928869817705,4337.97717128647,7829732.246989218,1.0,298578,222670,174717,1820.08913308,1829.94401379,1796.4333444,1804.92702885,234776.56646721787,1014742,143.02212826
2023-05-20,0.0754149202383051,137.15147812083552,4103.38024950308,7462510.929307301,1.0,308041,219508,185000,1812.54725304,1829.59917926,1806.48336952,1818.62524932,192586.04306316708,1049772,147.64725738
2023-05-19,0.1392425775089492,252.36550753324207,5791.9776086871225,10497474.227978546,1.0,305105,216835,190158,1800.47265892,1829.30032495,1796.23941555,1812.41623107,358101.73190085555,1073998,151.60897798
2023-05-18,0.1419800698934887,255.69954580120805,6567.36338588432,11827518.018140633,1.0,294910,211697,181998,1821.91363866,1831.73613889,1770.83946263,1800.95379579,465657.1911539572,1054402,148.25674916
2023-05-17,0.1330050203131507,242.42282558517385,6463.277175613376,11780351.687201966,1.0,308124,219384,191378,1824.27062538,1837.36382152,1783.42189797,1822.65921252,544063.7521971832,1043585,147.54488901
2023-05-16,0.1441919347449371,263.0797418026441,6959.143874349764,12697033.137601836,1.0,307997,216657,193284,1816.59419387,1832.877357,1795.09726949,1824.51079714,475948.9074153825,1072600,151.41163185
2023-05-15,0.1877481474075609,340.866297320549,7380.823735108331,13400260.362093369,1.0,310842,218043,193222,1800.16975534,1847.64747841,1784.93153997,1815.55078986,610281.4382533798,1091921,154.16080757
2023-05-14,0.1179338345794881,212.09637896753856,5109.269103510552,9188690.250675416,1.0,299633,223550,176761,1796.43741676,1824.81673248,1790.80369524,1798.4353661,332203.95664296334,992354,140.7195122
2023-05-13,0.1250815218572973,224.465442905816,5314.840026906666,9537763.075622218,1.0,313532,234578,179083,1808.41515801,1817.91668285,1784.90070875,1794.55318078,320398.18007037824,994500,140.46610169
2023-05-12,0.2073664767577807,374.8728437907055,8240.348862570578,14896732.877164198,1.0,314761,221396,194175,1795.39242134,1817.52696486,1737.28331673,1807.77939449,844418.8918787254,1070884,154.81914125
2023-05-11,0.2755982866143278,494.50045630491263,12194.225275540492,21879852.872518484,1.0,297709,205930,192570,1842.15211433,1844.78598882,1772.63773508,1794.27986429,784047.6884305748,1099638,156.15421755
2023-05-10,0.2360085020446506,433.2408456892716,11575.029999304288,21248284.457263023,1.0,301331,208556,192329,1847.36946714,1904.20803558,1767.73324507,1835.70016307,1038072.3013879658,1086375,152.85985648
2023-05-09,0.2209225810841036,407.9708171864043,11172.222861320552,20631394.34708305,1.0,323147,225676,206458,1854.88411889,1880.77259809,1797.97792219,1846.66870713,474372.8935048353,1126707,158.42336895
2023-05-08,0.2593580015832946,478.8226272481701,13212.109721368315,24391987.328931294,1.0,321124,218080,209976,1874.15029803,1920.34221928,1796.03718036,1846.18413284,1043780.9751343916,1145960,161.06254392
2023-05-07,0.2697341733429824,500.5334083995034,13465.9998645548,24988242.03910692,1.0,292766,201930,190951,1909.2733664,1943.39767985,1853.23766668,1855.6544104,639625.7472776357,1101487,154.87724972
2023-05-06,0.3049718640713644,573.3878591465909,16438.037011023764,30905706.26580088,1.0,308533,208043,208556,1998.49513592,2021.34723305,1857.53131947,1880.13363427,953466.7041479663,1145565,161.14291743
2023-05-05,0.2978584252394265,592.4728639415471,16720.441094463007,33258779.279583577,1.0,347998,232670,235112,1878.71294478,2002.83356327,1872.55220608,1989.10896499,925608.1997659432,1208548,169.52559966
2023-05-04,0.1808640893605971,339.2046590894639,9348.764905192817,17533301.518196985,1.0,303651,208842,196221,1905.87064512,1917.82558232,1865.27415203,1875.46715486,504928.3592456463,1110210,155.8626983
2023-05-03,0.1615524293528637,307.43872275522017,9047.388530317445,17217429.568673443,1.0,292035,204054,186134,1871.07079745,1916.47449157,1842.96497313,1903.02754336,698565.7474285892,1117146,157.34450704
2023-05-02,0.2240145257343172,418.0570161812453,10313.81270534,19247688.29571541,1.0,287626,194579,192599,1832.39852763,1881.64274168,1820.40675882,1866.20494725,635980.5100535556,1127805,158.60005625
2023-05-01,0.1820440585222895,333.0396074871825,8326.160569381294,15232253.501766894,1.0,292444,201401,191173,1871.09232775,1887.33863567,1804.23765376,1829.44508154,793084.7033586564,1102060,155.02321002
2023-04-30,0.1103893303144716,206.1890948426997,5317.539544798515,9932288.405127956,1.0,275708,203637,165619,1908.9714265,1939.12949962,1863.88707985,1867.83536285,545555.121180125,974972,136.87659694
2023-04-29,0.0807900971704423,154.06966773854754,4310.365856505147,8220025.208563463,1.0,272670,197485,159653,1892.89129846,1918.93336962,1880.35100526,1907.03654451,292485.9415849536,887098,124.71502882
2023-04-28,0.0980968314574624,185.47078821918015,4658.317406059486,8807438.407953337,1.0,297895,211497,180781,1909.15517134,1923.36144168,1871.95207654,1890.69091696,620329.8744619522,987649,138.69526752
2023-04-27,0.0994728326399202,189.92434678438428,4563.562312572533,8713249.318662087,1.0,287222,202866,175029,1866.96035853,1940.05630333,1860.66840712,1909.30872022,1234319.362825056,939262,132.10436006
2023-04-26,0.1003412434401177,187.15364945961764,4946.584512004843,9226229.534763694,1.0,294488,203085,180725,1866.36235547,1964.27506943,1785.44206428,1865.17171846,1587534.5185860095,978121,137.28014035
2023-04-25,0.0928379844503053,173.2636970952722,4683.301459259961,8740453.923549127,1.0,289580,204820,173032,1842.40253123,1878.63954716,1800.91204056,1866.30179577,777817.2687893495,976311,137.06457953
2023-04-24,0.109370247926465,201.37655895180689,5397.773494587575,9938580.856762327,1.0,263381,180992,165872,1862.24202377,1889.84031264,1805.08204565,1841.23710762,830151.3821857135,940804,131.9315664
2023-04-23,0.1016745409856101,189.33284854931776,5067.454063825263,9436339.75129173,1.0,240410,169294,150213,1874.83360848,1881.97739196,1836.71846501,1862.14608607,530627.1246647919,867666,121.67522087
2023-04-22,0.0902025319859515,169.0201406938637,4574.129915046357,8570935.480098885,1.0,248354,174055,155116,1848.87904359,1889.2116468,1841.21501164,1873.78488134,505920.8694544617,862010,120.78043996
2023-04-21,0.105299136734149,194.614139593413,4912.825040423097,9079896.073875846,1.0,292457,201131,180718,1943.86082748,1956.68908873,1825.01394217,1848.20261238,1251685.3310747654,1009840,142.27106227
2023-04-20,0.1789841879085611,347.7880355088607,8112.438239749129,15763453.69698636,1.0,294314,198622,192078,1935.4365052,1982.43058874,1913.27491148,1943.12156606,1033213.7960808658,1073576,152.77871069
2023-04-19,0.1862319277413184,360.0134783102238,8768.99475591574,16951745.823876355,1.0,293745,194171,197484,2104.27481665,2105.49313013,1921.4663528,1933.14585032,1410663.031115794,1085066,153.23626606
2023-04-18,0.15260831932357,320.98601713284614,6368.508635297047,13395090.32653643,1.0,297894,202536,191940,2075.25408879,2124.31533332,2049.894636,2103.33236455,670410.5663909946,1070108,151.40181098
2023-04-17,0.0964935326286453,199.9683531938317,4183.919844275083,8670545.458984574,1.0,288418,193271,186733,2119.18339066,2120.90024897,2057.34225829,2072.34980155,721620.2581548351,1011979,143.2383581
2023-04-16,0.0506766655899147,107.35771186017392,3129.2462978305944,6629258.623694275,1.0,285900,207685,165991,2091.6792683,2142.77342892,2071.58919348,2118.48413092,559226.1992312325,854249,121.30772508
2023-04-15,0.0423600396998024,88.57211806167433,2853.0757073179816,5965597.770406284,1.0,378068,286094,191319,2100.61089617,2111.53479567,2072.37486339,2090.93567167,549575.6637956958,1056292,150.46894587
2023-04-14,0.0787152387812665,165.15718961725824,3653.4422124075263,7665507.436329938,1.0,387606,281823,214537,2013.86871079,2130.06420623,2007.31228043,2098.16030764,1593328.207022395,1166392,166.48472738
2023-04-13,0.0599568525929375,120.60309595044228,3494.6537565802,7029489.442680666,1.0,350509,246173,204213,1918.37144093,2024.9468371,1869.68172432,2011.49811464,1202952.11847153,1094764,168.21819299
2023-04-12,0.0480617135124702,92.14791803864308,2786.036677633138,5341621.441702878,1.0,325938,237518,190795,1891.64174037,1932.29081806,1847.97256363,1917.2832449,1021073.0087157064,1021632,145.61459521
2023-04-11,0.0841127597656294,159.03343355604207,3438.570792518204,6501364.61083216,1.0,348143,250850,202866,1909.68341959,1938.46351529,1873.66084015,1890.71710403,690353.7261248486,1084502,153.59042629
2023-04-10,0.0517001685227972,98.74524121921957,2928.181429491097,5592708.686456975,1.0,311218,227674,179853,1859.63669725,1919.33120648,1814.00439645,1909.95975527,715452.012362982,1016480,143.89580974
2023-04-09,0.0383588417428277,71.27295532991333,2460.749119934621,4572214.752444056,1.0,273161,199129,161831,1849.24913538,1874.03157691,1776.94640263,1858.05806671,495051.0931404028,956899,135.82668559
2023-04-08,0.0535426348990076,99.02082662788298,2611.068024363509,4828864.224590109,1.0,292016,212499,173039,1864.37846241,1922.65174667,1800.54431099,1849.38277346,318687.2523219667,924776,130.95100538
2023-04-07,0.0457133340909505,85.28273058018375,2872.963392146584,5359796.3878918,1.0,341726,247129,197697,1871.54325554,1926.5931244,1771.86817868,1865.59856716,472964.641413974,1043552,147.85378294
2023-04-06,0.049295174970455,92.02689349965902,3403.0287849073884,6352957.82503347,1.0,318459,222728,193490,1908.69353161,1911.39388763,1823.53637595,1866.8539782,678303.0792876002,1036898,148.23416726
2023-04-05,0.0564078638482497,107.63306788846366,4065.78351152704,7758009.661441279,1.0,347629,249788,209043,1869.22880349,1944.30988553,1863.58776927,1908.12167924,973597.5941893564,1123693,159.57015053
2023-04-04,0.0658469589276169,123.2082078342277,3598.7568067344496,6733741.144771596,1.0,326395,229742,201341,1810.68039203,1891.67069226,1802.02912226,1871.12981132,1088713.8883049304,1068725,152.21834497
2023-04-03,0.0699384955894695,126.58687535653284,3509.596866437799,6352279.918790994,1.0,322044,233749,190351,1794.87617268,1840.4388355,1762.48907189,1809.97423936,1022138.2516345272,1052294,148.67109353
2023-04-02,0.0467418168190517,83.85627298685696,2472.491596889493,4435726.816291974,1.0,308193,233407,176680,1820.96457452,1825.8667353,1772.22861918,1794.03109878,486099.3823214899,981226,138.22031272
2023-04-01,0.047087331310628,85.72650397635846,2601.72586858082,4736663.913844414,1.0,329104,248192,183246,1821.78580995,1843.11249906,1806.90536939,1820.58531648,436054.06322979537,1020143,143.39935339
2023-03-31,0.0610692257314372,111.2356952971971,3315.878460138997,6039769.484823952,1.0,370409,264708,222446,1793.87889612,1847.29792976,1778.88033242,1821.46889804,899876.4911675921,1150727,161.52821449
2023-03-30,0.0733453430768412,131.51604285602878,3944.0018498680456,7072017.04364625,1.0,370435,258546,212923,1793.22044469,1829.40910774,1762.21389929,1793.10692866,983075.814137624,1187924,166.89013768
2023-03-29,0.0644513688188474,115.56721540179063,3658.590614593917,6560188.516897754,1.0,352659,250402,201134,1773.43093946,1826.88573329,1771.33994738,1793.09171426,916045.8861344326,1165012,163.78630676
2023-03-28,0.0986484773390158,174.81033077238547,3555.380056657168,6300321.915662956,1.0,340773,235355,208571,1716.38071045,1796.05266073,1701.12732795,1772.05300566,858348.1451637034,1149677,161.67585431
2023-03-27,0.0646735809585249,110.94276288142686,3370.842044101444,5782431.157620871,1.0,343903,239800,213916,1775.32289553,1781.40675495,1684.91288397,1715.4263184,932188.759784288,1100122,154.62009838
2023-03-26,0.0596843958024803,105.90720005801472,2284.318257294301,4053417.102052483,1.0,321290,240266,190191,1743.44055615,1801.785477,1738.41513424,1774.45375184,629570.9986393343,1011463,142.01951699
2023-03-25,0.0387142508169479,67.47110450247816,2135.6557323271386,3722015.7450155406,1.0,341137,252475,204511,1751.67164643,1763.49400125,1713.91521497,1742.79762823,553035.5354160285,1052415,147.76958719
2023-03-24,0.0561299047129193,98.0744237155184,2841.020783026267,4964046.838921142,1.0,348056,248703,215301,1816.30026743,1821.69298078,1722.67719412,1747.27579206,1055246.350261313,1084231,152.25825025
2023-03-23,0.0566183362384576,102.55864374806036,2789.3376095501767,5052615.481071155,1.0,350161,243975,213928,1738.49568952,1860.44299562,1727.20513124,1811.40334672,1109087.825769215,1077305,151.64766329
